"","Run","LibraryName","BioProject","ScientificName","avgLength","LibraryStrategy","Platform","Sample","LibraryLayout","LibrarySelection"
"185","SRR5507025","CM-0h-1","PRJNA385363","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS2164934","PAIRED","size fractionation"
"186","SRR5507024","CM-0h-2","PRJNA385363","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS2164933","PAIRED","size fractionation"
"187","SRR5507023","CM-0h-3","PRJNA385363","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS2164932","PAIRED","size fractionation"
"188","SRR6109698","Pi-120h-1","PRJNA385363","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS2549174","PAIRED","size fractionation"
"189","SRR6109705","Pi-120h-2","PRJNA385363","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS2549167","PAIRED","size fractionation"
"190","SRR6109704","Pi-120h-3","PRJNA385363","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS2549169","PAIRED","size fractionation"
"191","SRR5507019","Pi-12h-1","PRJNA385363","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS2164928","PAIRED","size fractionation"
"192","SRR5507018","Pi-12h-2","PRJNA385363","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS2164927","PAIRED","size fractionation"
"193","SRR5507017","Pi-12h-3","PRJNA385363","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS2164923","PAIRED","size fractionation"
"194","SRR5507016","Pi-24h-1","PRJNA385363","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS2164926","PAIRED","size fractionation"
"195","SRR5507015","Pi-24h-2","PRJNA385363","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS2164924","PAIRED","size fractionation"
"196","SRR5507014","Pi-24h-3","PRJNA385363","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS2164925","PAIRED","size fractionation"
"197","SRR5507013","Pi-48h-1","PRJNA385363","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS2164922","PAIRED","size fractionation"
"198","SRR5507012","Pi-48h-2","PRJNA385363","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS2164921","PAIRED","size fractionation"
"199","SRR5507011","Pi-48h-3","PRJNA385363","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS2164920","PAIRED","size fractionation"
"200","SRR5507022","Pi-6h-1","PRJNA385363","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS2164931","PAIRED","size fractionation"
"201","SRR5507021","Pi-6h-2","PRJNA385363","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS2164930","PAIRED","size fractionation"
"202","SRR5507020","Pi-6h-3","PRJNA385363","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS2164929","PAIRED","size fractionation"
"203","SRR6109701","Pi-84h-1","PRJNA385363","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS2549171","PAIRED","size fractionation"
"204","SRR6109700","Pi-84h-2","PRJNA385363","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS2549173","PAIRED","size fractionation"
"205","SRR6109699","Pi-84h-3","PRJNA385363","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS2549172","PAIRED","size fractionation"
"206","SRR6109696","TDW-120h-1","PRJNA385363","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS2549176","PAIRED","size fractionation"
"207","SRR6109707","TDW-120h-2","PRJNA385363","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS2549166","PAIRED","size fractionation"
"208","SRR6109706","TDW-120h-3","PRJNA385363","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS2549165","PAIRED","size fractionation"
"209","SRR5507007","TDW-12h-1","PRJNA385363","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS2164916","PAIRED","size fractionation"
"210","SRR5507006","TDW-12h-2","PRJNA385363","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS2164915","PAIRED","size fractionation"
"211","SRR5507005","TDW-12h-3","PRJNA385363","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS2164914","PAIRED","size fractionation"
"212","SRR5507004","TDW-24h-1","PRJNA385363","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS2164913","PAIRED","size fractionation"
"213","SRR5507003","TDW-24h-2","PRJNA385363","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS2164912","PAIRED","size fractionation"
"214","SRR5507002","TDW-24h-3","PRJNA385363","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS2164911","PAIRED","size fractionation"
"215","SRR5507001","TDW-48h-1","PRJNA385363","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS2164910","PAIRED","size fractionation"
"216","SRR5507000","TDW-48h-2","PRJNA385363","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS2164909","PAIRED","size fractionation"
"217","SRR5506999","TDW-48h-3","PRJNA385363","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS2164908","PAIRED","size fractionation"
"218","SRR5507010","TDW-6h-1","PRJNA385363","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS2164919","PAIRED","size fractionation"
"219","SRR5507009","TDW-6h-2","PRJNA385363","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS2164918","PAIRED","size fractionation"
"220","SRR5507008","TDW-6h-3","PRJNA385363","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS2164917","PAIRED","size fractionation"
"221","SRR6109703","TDW-84h-1","PRJNA385363","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS2549168","PAIRED","size fractionation"
"222","SRR6109702","TDW-84h-2","PRJNA385363","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS2549170","PAIRED","size fractionation"
"223","SRR6109697","TDW-84h-3","PRJNA385363","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS2549175","PAIRED","size fractionation"
"224","SRR8061458","B3-A","PRJNA485468","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS3889670","PAIRED","PCR"
"225","SRR8061457","B3-B","PRJNA485468","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS3889671","PAIRED","PCR"
"226","SRR8061469","B3-C","PRJNA485468","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS3889657","PAIRED","PCR"
"227","SRR8061456","B1-A","PRJNA485468","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS3889674","PAIRED","PCR"
"228","SRR8061455","B1-B","PRJNA485468","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS3889675","PAIRED","PCR"
"229","SRR8061450","B1-C","PRJNA485468","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS3889676","PAIRED","PCR"
"230","SRR8061449","B2-A","PRJNA485468","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS3889677","PAIRED","PCR"
"231","SRR8061452","B2-B","PRJNA485468","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS3889678","PAIRED","PCR"
"232","SRR8061451","B2-C","PRJNA485468","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS3889679","PAIRED","PCR"
"233","SRR8061470","B4-A","PRJNA485468","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS3889656","PAIRED","PCR"
"234","SRR8061471","B4-B","PRJNA485468","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS3889659","PAIRED","PCR"
"235","SRR8061472","B4-C","PRJNA485468","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS3889658","PAIRED","PCR"
"236","SRR8061462","A3-A","PRJNA485468","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS3889666","PAIRED","PCR"
"237","SRR8061461","A3-B","PRJNA485468","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS3889667","PAIRED","PCR"
"238","SRR8061460","A3-C","PRJNA485468","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS3889660","PAIRED","PCR"
"239","SRR8061468","A1-A","PRJNA485468","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS3889664","PAIRED","PCR"
"240","SRR8061467","A1-B","PRJNA485468","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS3889665","PAIRED","PCR"
"241","SRR8061466","A1-C","PRJNA485468","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS3889662","PAIRED","PCR"
"242","SRR8061465","A2-A","PRJNA485468","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS3889663","PAIRED","PCR"
"243","SRR8061464","A2-B","PRJNA485468","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS3889668","PAIRED","PCR"
"244","SRR8061463","A2-C","PRJNA485468","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS3889669","PAIRED","PCR"
"245","SRR8061459","A4-A","PRJNA485468","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS3889661","PAIRED","PCR"
"246","SRR8061454","A4-B","PRJNA485468","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS3889672","PAIRED","PCR"
"247","SRR8061453","A4-C","PRJNA485468","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS3889673","PAIRED","PCR"
"248","SRR8246558","Cann_breaker","PRJNA505972","Capsicum annuum",292,"RNA-Seq","ILLUMINA","SRS4080318","PAIRED","RANDOM PCR"
"249","SRR8246555","Cann_early","PRJNA505972","Capsicum annuum",291,"RNA-Seq","ILLUMINA","SRS4080321","PAIRED","RANDOM PCR"
"250","SRR8246556","Cann_flower","PRJNA505972","Capsicum annuum",293,"RNA-Seq","ILLUMINA","SRS4080320","PAIRED","RANDOM PCR"
"251","SRR8246557","Cann_mature","PRJNA505972","Capsicum annuum",292,"RNA-Seq","ILLUMINA","SRS4080319","PAIRED","RANDOM PCR"
"252","SRR8351376","Cann_S1_RNAseq_fruit","PRJNA509740","Capsicum annuum",292,"RNA-Seq","ILLUMINA","SRS4171527","PAIRED","RANDOM PCR"
"253","SRR8351375","Cchin_S3_RNAseq_fruit","PRJNA509740","Capsicum chinense",190,"RNA-Seq","ILLUMINA","SRS4171526","PAIRED","RANDOM PCR"
"254","SRR8351374","Cfrut_S4_RNAseq_fruit","PRJNA509740","Capsicum frutescens",202,"RNA-Seq","ILLUMINA","SRS4171528","PAIRED","RANDOM PCR"
"255","SRR8692625","Abio-mock-0h-1","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460911","PAIRED","size fractionation"
"256","SRR8692600","Abio-mock-12h-2","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460936","PAIRED","size fractionation"
"257","SRR8692599","Abio-mock-12h-3","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460937","PAIRED","size fractionation"
"258","SRR8692602","Abio-mock-24h-1","PRJNA525913","Capsicum annuum",287,"RNA-Seq","ILLUMINA","SRS4460934","PAIRED","size fractionation"
"259","SRR8692601","Abio-mock-24h-2","PRJNA525913","Capsicum annuum",287,"RNA-Seq","ILLUMINA","SRS4460935","PAIRED","size fractionation"
"260","SRR8692596","Abio-mock-24h-3","PRJNA525913","Capsicum annuum",289,"RNA-Seq","ILLUMINA","SRS4460940","PAIRED","size fractionation"
"261","SRR8692595","Abio-mock-72h-1","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460941","PAIRED","size fractionation"
"262","SRR8692598","Abio-mock-72h-2","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460938","PAIRED","size fractionation"
"263","SRR8692597","Abio-mock-72h-3","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460939","PAIRED","size fractionation"
"264","SRR8692624","Abio-mock-0h-2","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460912","PAIRED","size fractionation"
"265","SRR8692623","Abio-mock-0h-3","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460913","PAIRED","size fractionation"
"266","SRR8692622","Abio-mock-3h-1","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460915","PAIRED","size fractionation"
"267","SRR8692621","Abio-mock-3h-2","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460914","PAIRED","size fractionation"
"268","SRR8692620","Abio-mock-3h-3","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460916","PAIRED","size fractionation"
"269","SRR8692619","Abio-mock-6h-1","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460917","PAIRED","size fractionation"
"270","SRR8692618","Abio-mock-6h-2","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460918","PAIRED","size fractionation"
"271","SRR8692580","Abio-mock-6h-3","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460956","PAIRED","size fractionation"
"272","SRR8692592","Cold-3h-1","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460944","PAIRED","size fractionation"
"273","SRR8692575","Cold-24h-1","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460961","PAIRED","size fractionation"
"274","SRR8692576","Cold-24h-2","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460960","PAIRED","size fractionation"
"275","SRR8692577","Cold-24h-3","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460959","PAIRED","size fractionation"
"276","SRR8692610","Cold-72h-1","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460925","PAIRED","size fractionation"
"277","SRR8692609","Cold-72h-2","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460926","PAIRED","size fractionation"
"278","SRR8692608","Cold-72h-3","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460927","PAIRED","size fractionation"
"279","SRR8692591","Cold-3h-2","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460945","PAIRED","size fractionation"
"280","SRR8692568","Cold-3h-3","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460968","PAIRED","size fractionation"
"281","SRR8692569","Cold-6h-1","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460967","PAIRED","size fractionation"
"282","SRR8692570","Cold-6h-2","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460966","PAIRED","size fractionation"
"283","SRR8692571","Cold-6h-3","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460965","PAIRED","size fractionation"
"284","SRR8692572","Cold-12h-1","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460964","PAIRED","size fractionation"
"285","SRR8692573","Cold-12h-2","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460963","PAIRED","size fractionation"
"286","SRR8692574","Cold-12h-3","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460962","PAIRED","size fractionation"
"287","SRR8692626","Man-3h-1","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460910","PAIRED","size fractionation"
"288","SRR8692615","Man-24h-2","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460921","PAIRED","size fractionation"
"289","SRR8692581","Man-24h-3","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460954","PAIRED","size fractionation"
"290","SRR8692583","Man-72h-2","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460953","PAIRED","size fractionation"
"291","SRR8692582","Man-3h-2","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460955","PAIRED","size fractionation"
"292","SRR8692584","Man-3h-3","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460951","PAIRED","size fractionation"
"293","SRR8692586","Man-6h-1","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460950","PAIRED","size fractionation"
"294","SRR8692612","Man-6h-2","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460923","PAIRED","size fractionation"
"295","SRR8692585","Man-12h-2","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460952","PAIRED","size fractionation"
"296","SRR8692578","Man-12h-3","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460957","PAIRED","size fractionation"
"297","SRR8692607","Heat-3h-1","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460928","PAIRED","size fractionation"
"298","SRR8692606","Heat-3h-2","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460929","PAIRED","size fractionation"
"299","SRR8692605","Heat-3h-3","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460931","PAIRED","size fractionation"
"300","SRR8692604","Heat-6h-1","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460932","PAIRED","size fractionation"
"301","SRR8692603","Heat-6h-2","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460933","PAIRED","size fractionation"
"302","SRR8692614","Heat-6h-3","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460922","PAIRED","size fractionation"
"303","SRR8692613","Heat-12h-1","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460930","PAIRED","size fractionation"
"304","SRR8692593","NaCl-24h-1","PRJNA525913","Capsicum annuum",288,"RNA-Seq","ILLUMINA","SRS4460943","PAIRED","size fractionation"
"305","SRR8692617","NaCl-24h-2","PRJNA525913","Capsicum annuum",288,"RNA-Seq","ILLUMINA","SRS4460919","PAIRED","size fractionation"
"306","SRR8692616","NaCl-24h-3","PRJNA525913","Capsicum annuum",288,"RNA-Seq","ILLUMINA","SRS4460920","PAIRED","size fractionation"
"307","SRR8692627","NaCl-72h-1","PRJNA525913","Capsicum annuum",287,"RNA-Seq","ILLUMINA","SRS4460909","PAIRED","size fractionation"
"308","SRR8692611","NaCl-72h-3","PRJNA525913","Capsicum annuum",289,"RNA-Seq","ILLUMINA","SRS4460924","PAIRED","size fractionation"
"309","SRR8692588","NaCl-3h-3","PRJNA525913","Capsicum annuum",286,"RNA-Seq","ILLUMINA","SRS4460948","PAIRED","size fractionation"
"310","SRR8692587","NaCl-6h-1","PRJNA525913","Capsicum annuum",288,"RNA-Seq","ILLUMINA","SRS4460949","PAIRED","size fractionation"
"311","SRR8692590","NaCl-6h-2","PRJNA525913","Capsicum annuum",288,"RNA-Seq","ILLUMINA","SRS4460946","PAIRED","size fractionation"
"312","SRR8692589","NaCl-6h-3","PRJNA525913","Capsicum annuum",287,"RNA-Seq","ILLUMINA","SRS4460947","PAIRED","size fractionation"
"313","SRR8692579","NaCl-12h-1","PRJNA525913","Capsicum annuum",288,"RNA-Seq","ILLUMINA","SRS4460958","PAIRED","size fractionation"
"314","SRR8692594","NaCl-12h-3","PRJNA525913","Capsicum annuum",288,"RNA-Seq","ILLUMINA","SRS4460942","PAIRED","size fractionation"
"315","SRR8692629","Abio-mock-12h-1","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460906","PAIRED","size fractionation"
"316","SRR8692630","Man-24h-1","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460907","PAIRED","size fractionation"
"317","SRR8692639","Man-72h-1","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460897","PAIRED","size fractionation"
"318","SRR8692628","Man-72h-3","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460908","PAIRED","size fractionation"
"319","SRR8692643","Man-6h-3","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460893","PAIRED","size fractionation"
"320","SRR8692640","Man-12h-1","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460896","PAIRED","size fractionation"
"321","SRR8692631","Heat-24h-1","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460905","PAIRED","size fractionation"
"322","SRR8692632","Heat-24h-2","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460904","PAIRED","size fractionation"
"323","SRR8692637","Heat-24h-3","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460899","PAIRED","size fractionation"
"324","SRR8692638","Heat-72h-1","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460898","PAIRED","size fractionation"
"325","SRR8692635","Heat-72h-2","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460901","PAIRED","size fractionation"
"326","SRR8692636","Heat-72h-3","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460900","PAIRED","size fractionation"
"327","SRR8692633","Heat-12h-2","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460903","PAIRED","size fractionation"
"328","SRR8692634","Heat-12h-3","PRJNA525913","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS4460902","PAIRED","size fractionation"
"329","SRR8692641","NaCl-3h-1","PRJNA525913","Capsicum annuum",288,"RNA-Seq","ILLUMINA","SRS4460895","PAIRED","size fractionation"
"330","SRR8692645","NaCl-72h-2","PRJNA525913","Capsicum annuum",287,"RNA-Seq","ILLUMINA","SRS4460891","PAIRED","size fractionation"
"331","SRR8692642","NaCl-3h-2","PRJNA525913","Capsicum annuum",289,"RNA-Seq","ILLUMINA","SRS4460894","PAIRED","size fractionation"
"332","SRR8692644","NaCl-12h-2","PRJNA525913","Capsicum annuum",288,"RNA-Seq","ILLUMINA","SRS4460892","PAIRED","size fractionation"
"333","SRR10311621","CAR011_RNA","PRJNA578381","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS5543671","PAIRED","other"
"334","SRR10311620","CBR012_RNA","PRJNA578381","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS5543672","PAIRED","other"
"335","SRR10311619","CCR013_RNA","PRJNA578381","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS5543673","PAIRED","other"
"336","SRR10311618","CDR021_RNA","PRJNA578381","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS5543674","PAIRED","other"
"337","SRR10311617","CER022_RNA","PRJNA578381","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS5543675","PAIRED","other"
"338","SRR10311616","CFR023_RNA","PRJNA578381","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS5543676","PAIRED","other"
"339","SRR10311615","CGR031_RNA","PRJNA578381","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS5543677","PAIRED","other"
"340","SRR10311614","CHR032_RNA","PRJNA578381","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS5543678","PAIRED","other"
"341","SRR10311613","CIR033_RNA","PRJNA578381","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS5543679","PAIRED","other"
"342","SRR11774157","LCHENGW1","PRJNA627546","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6646896","PAIRED","RANDOM"
"343","SRR11774116","LCHENGW10","PRJNA627546","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6646937","PAIRED","RANDOM"
"344","SRR11774155","LCHENGW11","PRJNA627546","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6646898","PAIRED","RANDOM"
"345","SRR11774154","LCHENGW12","PRJNA627546","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6646899","PAIRED","RANDOM"
"346","SRR11774153","LCHENGW13","PRJNA627546","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6646900","PAIRED","RANDOM"
"347","SRR11774152","LCHENGW14","PRJNA627546","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6646901","PAIRED","RANDOM"
"348","SRR11774151","LCHENGW15","PRJNA627546","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6646902","PAIRED","RANDOM"
"349","SRR11774150","LCHENGW16","PRJNA627546","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6646903","PAIRED","RANDOM"
"350","SRR11774149","LCHENGW17","PRJNA627546","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6646904","PAIRED","RANDOM"
"351","SRR11774148","LCHENGW18","PRJNA627546","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6646905","PAIRED","RANDOM"
"352","SRR11774147","LCHENGW19","PRJNA627546","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6646906","PAIRED","RANDOM"
"353","SRR11774156","LCHENGW2","PRJNA627546","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6646897","PAIRED","RANDOM"
"354","SRR11774146","LCHENGW20","PRJNA627546","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6646907","PAIRED","RANDOM"
"355","SRR11774144","LCHENGW21","PRJNA627546","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6646909","PAIRED","RANDOM"
"356","SRR11774145","LCHENGW3","PRJNA627546","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6646908","PAIRED","RANDOM"
"357","SRR11774134","LCHENGW4","PRJNA627546","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6646919","PAIRED","RANDOM"
"358","SRR11774123","LCHENGW5","PRJNA627546","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6646930","PAIRED","RANDOM"
"359","SRR11774120","LCHENGW6","PRJNA627546","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6646933","PAIRED","RANDOM"
"360","SRR11774119","LCHENGW7","PRJNA627546","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6646934","PAIRED","RANDOM"
"361","SRR11774118","LCHENGW8","PRJNA627546","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6646935","PAIRED","RANDOM"
"362","SRR11774117","LCHENGW9","PRJNA627546","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6646936","PAIRED","RANDOM"
"363","SRR11774143","LCHENGW22","PRJNA627546","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6646910","PAIRED","RANDOM"
"364","SRR11774133","LCHENGW31","PRJNA627546","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6646920","PAIRED","RANDOM"
"365","SRR11774132","LCHENGW32","PRJNA627546","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6646921","PAIRED","RANDOM"
"366","SRR11774131","LCHENGW33","PRJNA627546","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6646922","PAIRED","RANDOM"
"367","SRR11774130","LCHENGW34","PRJNA627546","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6646923","PAIRED","RANDOM"
"368","SRR11774129","LCHENGW35","PRJNA627546","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6646924","PAIRED","RANDOM"
"369","SRR11774128","LCHENGW36","PRJNA627546","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6646925","PAIRED","RANDOM"
"370","SRR11774127","LCHENGW37","PRJNA627546","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6646926","PAIRED","RANDOM"
"371","SRR11774126","LCHENGW38","PRJNA627546","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS6646927","PAIRED","RANDOM"
