"","Run","LibraryName","BioProject","ScientificName","avgLength","LibraryStrategy","Platform","Sample","LibraryLayout","LibrarySelection"
"557","SRR19592703","zfx011","PRJNA846120","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS13343416","PAIRED","Oligo-dT"
"558","SRR19592702","zfx012","PRJNA846120","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS13343417","PAIRED","Oligo-dT"
"559","SRR19592701","zfx013","PRJNA846120","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS13343418","PAIRED","Oligo-dT"
"560","SRR19592700","zfx014","PRJNA846120","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS13343419","PAIRED","Oligo-dT"
"561","SRR19592699","zfx015","PRJNA846120","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS13343420","PAIRED","Oligo-dT"
"562","SRR19592698","zfx016","PRJNA846120","Capsicum",302,"RNA-Seq","ILLUMINA","SRS13343421","PAIRED","Oligo-dT"
"563","SRR19592697","zfx017","PRJNA846120","Capsicum",302,"RNA-Seq","ILLUMINA","SRS13343422","PAIRED","Oligo-dT"
"564","SRR19592696","zfx018","PRJNA846120","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS13343423","PAIRED","Oligo-dT"
"565","SRR19752914","GSM6254216","PRJNA850943","Capsicum annuum",190,"RNA-Seq","ILLUMINA","SRS13490133","PAIRED","cDNA"
"566","SRR19752913","GSM6254217","PRJNA850943","Capsicum annuum",196,"RNA-Seq","ILLUMINA","SRS13490134","PAIRED","cDNA"
"567","SRR19752912","GSM6254218","PRJNA850943","Capsicum annuum",196,"RNA-Seq","ILLUMINA","SRS13490135","PAIRED","cDNA"
"568","SRR19752911","GSM6254219","PRJNA850943","Capsicum annuum",198,"RNA-Seq","ILLUMINA","SRS13490136","PAIRED","cDNA"
"569","SRR19752910","GSM6254220","PRJNA850943","Capsicum annuum",197,"RNA-Seq","ILLUMINA","SRS13490137","PAIRED","cDNA"
"570","SRR19752909","GSM6254221","PRJNA850943","Capsicum annuum",196,"RNA-Seq","ILLUMINA","SRS13490138","PAIRED","cDNA"
"571","SRR19752908","GSM6254222","PRJNA850943","Capsicum annuum",182,"RNA-Seq","ILLUMINA","SRS13490139","PAIRED","cDNA"
"572","SRR19752907","GSM6254223","PRJNA850943","Capsicum annuum",197,"RNA-Seq","ILLUMINA","SRS13490140","PAIRED","cDNA"
"573","SRR19752906","GSM6254224","PRJNA850943","Capsicum annuum",197,"RNA-Seq","ILLUMINA","SRS13490141","PAIRED","cDNA"
"574","SRR19752905","GSM6254225","PRJNA850943","Capsicum annuum",190,"RNA-Seq","ILLUMINA","SRS13490142","PAIRED","cDNA"
"575","SRR19752904","GSM6254226","PRJNA850943","Capsicum annuum",196,"RNA-Seq","ILLUMINA","SRS13490143","PAIRED","cDNA"
"576","SRR19752903","GSM6254227","PRJNA850943","Capsicum annuum",198,"RNA-Seq","ILLUMINA","SRS13490144","PAIRED","cDNA"
"577","SRR19752902","GSM6254228","PRJNA850943","Capsicum annuum",191,"RNA-Seq","ILLUMINA","SRS13490145","PAIRED","cDNA"
"578","SRR19752901","GSM6254229","PRJNA850943","Capsicum annuum",196,"RNA-Seq","ILLUMINA","SRS13490146","PAIRED","cDNA"
"579","SRR19752900","GSM6254230","PRJNA850943","Capsicum annuum",197,"RNA-Seq","ILLUMINA","SRS13490147","PAIRED","cDNA"
"580","SRR19752899","GSM6254231","PRJNA850943","Capsicum annuum",182,"RNA-Seq","ILLUMINA","SRS13490148","PAIRED","cDNA"
"581","SRR19752898","GSM6254232","PRJNA850943","Capsicum annuum",195,"RNA-Seq","ILLUMINA","SRS13490149","PAIRED","cDNA"
"582","SRR19752897","GSM6254233","PRJNA850943","Capsicum annuum",196,"RNA-Seq","ILLUMINA","SRS13490150","PAIRED","cDNA"
"583","SRR19752896","GSM6254234","PRJNA850943","Capsicum annuum",185,"RNA-Seq","ILLUMINA","SRS13490151","PAIRED","cDNA"
"584","SRR19752895","GSM6254235","PRJNA850943","Capsicum annuum",197,"RNA-Seq","ILLUMINA","SRS13490152","PAIRED","cDNA"
"585","SRR19752894","GSM6254236","PRJNA850943","Capsicum annuum",196,"RNA-Seq","ILLUMINA","SRS13490153","PAIRED","cDNA"
"586","SRR19752893","GSM6254237","PRJNA850943","Capsicum annuum",193,"RNA-Seq","ILLUMINA","SRS13490154","PAIRED","cDNA"
"587","SRR19752892","GSM6254238","PRJNA850943","Capsicum annuum",196,"RNA-Seq","ILLUMINA","SRS13490155","PAIRED","cDNA"
"588","SRR19752891","GSM6254239","PRJNA850943","Capsicum annuum",196,"RNA-Seq","ILLUMINA","SRS13490156","PAIRED","cDNA"
"589","SRR19964874","GTN-1","PRJNA855293","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS13692326","PAIRED","RANDOM"
"590","SRR19964873","GTN-2","PRJNA855293","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS13692327","PAIRED","RANDOM"
"591","SRR19964872","GTN-3","PRJNA855293","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS13692328","PAIRED","RANDOM"
"592","SRR21022823","1","PRJNA868108","Capsicum annuum",298,"RNA-Seq","ILLUMINA","SRS14623531","PAIRED","cDNA"
"593","SRR21022822","2","PRJNA868108","Capsicum annuum",298,"RNA-Seq","ILLUMINA","SRS14623532","PAIRED","cDNA"
"594","SRR21022819","3","PRJNA868108","Capsicum annuum",295,"RNA-Seq","ILLUMINA","SRS14623535","PAIRED","cDNA"
"595","SRR21022815","7","PRJNA868108","Capsicum annuum",297,"RNA-Seq","ILLUMINA","SRS14623539","PAIRED","cDNA"
"596","SRR21022814","8","PRJNA868108","Capsicum annuum",298,"RNA-Seq","ILLUMINA","SRS14623540","PAIRED","cDNA"
"597","SRR21022813","9","PRJNA868108","Capsicum annuum",297,"RNA-Seq","ILLUMINA","SRS14623541","PAIRED","cDNA"
"598","SRR21022812","10","PRJNA868108","Capsicum annuum",298,"RNA-Seq","ILLUMINA","SRS14623542","PAIRED","cDNA"
"599","SRR21022821","11","PRJNA868108","Capsicum annuum",298,"RNA-Seq","ILLUMINA","SRS14623533","PAIRED","cDNA"
"600","SRR21022820","12","PRJNA868108","Capsicum annuum",298,"RNA-Seq","ILLUMINA","SRS14623534","PAIRED","cDNA"
"601","SRR21022818","4","PRJNA868108","Capsicum annuum",297,"RNA-Seq","ILLUMINA","SRS14623536","PAIRED","cDNA"
"602","SRR21022817","5","PRJNA868108","Capsicum annuum",298,"RNA-Seq","ILLUMINA","SRS14623537","PAIRED","cDNA"
"603","SRR21022816","6","PRJNA868108","Capsicum annuum",298,"RNA-Seq","ILLUMINA","SRS14623538","PAIRED","cDNA"
"604","SRR21497132","1","PRJNA878694","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS15052160","PAIRED","PCR"
"605","SRR21497131","2","PRJNA878694","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS15052161","PAIRED","PCR"
"606","SRR21497130","3","PRJNA878694","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS15052162","PAIRED","PCR"
"607","SRR21497129","4","PRJNA878694","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS15052163","PAIRED","PCR"
"608","SRR21497128","5","PRJNA878694","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS15052164","PAIRED","PCR"
"609","SRR21497127","6","PRJNA878694","Capsicum annuum",300,"RNA-Seq","ILLUMINA","SRS15052165","PAIRED","PCR"
"610","SRR21920747","CK-1","PRJNA889185","Capsicum annuum",150,"RNA-Seq","ILLUMINA","SRS15422586","SINGLE","RT-PCR"
"611","SRR21920746","CK-2","PRJNA889185","Capsicum annuum",150,"RNA-Seq","ILLUMINA","SRS15422587","SINGLE","RT-PCR"
"612","SRR21920745","CK-3","PRJNA889185","Capsicum annuum",150,"RNA-Seq","ILLUMINA","SRS15422588","SINGLE","RT-PCR"
"613","SRR21920744","XJC2-1-1","PRJNA889185","Capsicum annuum",150,"RNA-Seq","ILLUMINA","SRS15422589","SINGLE","RT-PCR"
"614","SRR21920743","XJC2-1-2","PRJNA889185","Capsicum annuum",150,"RNA-Seq","ILLUMINA","SRS15422590","SINGLE","RT-PCR"
"615","SRR21920742","XJC2-1-3","PRJNA889185","Capsicum annuum",150,"RNA-Seq","ILLUMINA","SRS15422591","SINGLE","RT-PCR"
"616","SRR23086436","A-1-1","PRJNA922936","Capsicum",299,"RNA-Seq","ILLUMINA","SRS16456382","PAIRED","PCR"
"617","SRR23086435","A-1-2","PRJNA922936","Capsicum",299,"RNA-Seq","ILLUMINA","SRS16456383","PAIRED","PCR"
"618","SRR23086434","B-1-2","PRJNA922936","Capsicum",299,"RNA-Seq","ILLUMINA","SRS16456384","PAIRED","PCR"
"619","SRR23086433","B-1-3","PRJNA922936","Capsicum",299,"RNA-Seq","ILLUMINA","SRS16456385","PAIRED","PCR"
"620","SRR23086432","B-2-1","PRJNA922936","Capsicum",299,"RNA-Seq","ILLUMINA","SRS16456386","PAIRED","PCR"
"621","SRR23086431","B-2-2","PRJNA922936","Capsicum",299,"RNA-Seq","ILLUMINA","SRS16456387","PAIRED","PCR"
"622","SRR23086430","B-2-3","PRJNA922936","Capsicum",299,"RNA-Seq","ILLUMINA","SRS16456388","PAIRED","PCR"
"623","SRR23086429","B-3-1","PRJNA922936","Capsicum",299,"RNA-Seq","ILLUMINA","SRS16456389","PAIRED","PCR"
"624","SRR23086428","B-3-2","PRJNA922936","Capsicum",299,"RNA-Seq","ILLUMINA","SRS16456390","PAIRED","PCR"
"625","SRR23086427","B-3-3","PRJNA922936","Capsicum",299,"RNA-Seq","ILLUMINA","SRS16456391","PAIRED","PCR"
"626","SRR23086426","C-2-1","PRJNA922936","Capsicum",299,"RNA-Seq","ILLUMINA","SRS16456392","PAIRED","PCR"
"627","SRR23086425","C-2-2","PRJNA922936","Capsicum",299,"RNA-Seq","ILLUMINA","SRS16456393","PAIRED","PCR"
"628","SRR23086424","A-1-3","PRJNA922936","Capsicum",299,"RNA-Seq","ILLUMINA","SRS16456394","PAIRED","PCR"
"629","SRR23086423","C-2-3","PRJNA922936","Capsicum",299,"RNA-Seq","ILLUMINA","SRS16456395","PAIRED","PCR"
"630","SRR23086422","C-3-1","PRJNA922936","Capsicum",299,"RNA-Seq","ILLUMINA","SRS16456396","PAIRED","PCR"
"631","SRR23086421","C-3-2","PRJNA922936","Capsicum",299,"RNA-Seq","ILLUMINA","SRS16456397","PAIRED","PCR"
"632","SRR23086420","C-3-3","PRJNA922936","Capsicum",299,"RNA-Seq","ILLUMINA","SRS16456398","PAIRED","PCR"
"633","SRR23086419","C-1-1","PRJNA922936","Capsicum",299,"RNA-Seq","ILLUMINA","SRS16456399","PAIRED","PCR"
"634","SRR23086418","C-1-2","PRJNA922936","Capsicum",299,"RNA-Seq","ILLUMINA","SRS16456400","PAIRED","PCR"
"635","SRR23086417","C-1-3","PRJNA922936","Capsicum",299,"RNA-Seq","ILLUMINA","SRS16456401","PAIRED","PCR"
"636","SRR23086416","A-2-1","PRJNA922936","Capsicum",299,"RNA-Seq","ILLUMINA","SRS16456402","PAIRED","PCR"
"637","SRR23086415","A-2-2","PRJNA922936","Capsicum",299,"RNA-Seq","ILLUMINA","SRS16456403","PAIRED","PCR"
"638","SRR23086414","A-2-3","PRJNA922936","Capsicum",299,"RNA-Seq","ILLUMINA","SRS16456404","PAIRED","PCR"
"639","SRR23086413","A-3-1","PRJNA922936","Capsicum",299,"RNA-Seq","ILLUMINA","SRS16456405","PAIRED","PCR"
"640","SRR23086412","A-3-2","PRJNA922936","Capsicum",299,"RNA-Seq","ILLUMINA","SRS16456406","PAIRED","PCR"
"641","SRR23086411","A-3-3","PRJNA922936","Capsicum",298,"RNA-Seq","ILLUMINA","SRS16456407","PAIRED","PCR"
"642","SRR23086410","B-1-1","PRJNA922936","Capsicum",299,"RNA-Seq","ILLUMINA","SRS16456408","PAIRED","PCR"
"643","SRR23370301","HDL1_a_1","PRJNA932246","Capsicum annuum",273,"RNA-Seq","ILLUMINA","SRS16710451","PAIRED","Oligo-dT"
"644","SRR23370300","HDL1_a_2","PRJNA932246","Capsicum annuum",271,"RNA-Seq","ILLUMINA","SRS16710452","PAIRED","Oligo-dT"
"645","SRR23370298","HDL2_a_3","PRJNA932246","Capsicum annuum",274,"RNA-Seq","ILLUMINA","SRS16710453","PAIRED","Oligo-dT"
"646","SRR23370299","HDL2_a_2","PRJNA932246","Capsicum annuum",274,"RNA-Seq","ILLUMINA","SRS16710454","PAIRED","Oligo-dT"
"647","SRR23370297","HDL2_b_1","PRJNA932246","Capsicum annuum",271,"RNA-Seq","ILLUMINA","SRS16710455","PAIRED","Oligo-dT"
"648","SRR23370296","HDL2_b_2","PRJNA932246","Capsicum annuum",270,"RNA-Seq","ILLUMINA","SRS16710456","PAIRED","Oligo-dT"
"649","SRR23370295","HDL2_b_3","PRJNA932246","Capsicum annuum",271,"RNA-Seq","ILLUMINA","SRS16710457","PAIRED","Oligo-dT"
"650","SRR23370294","HDL2_c_1","PRJNA932246","Capsicum annuum",274,"RNA-Seq","ILLUMINA","SRS16710458","PAIRED","Oligo-dT"
"651","SRR23370293","HDL2_c_2","PRJNA932246","Capsicum annuum",273,"RNA-Seq","ILLUMINA","SRS16710459","PAIRED","Oligo-dT"
"652","SRR23370292","HDL2_c_3","PRJNA932246","Capsicum annuum",272,"RNA-Seq","ILLUMINA","SRS16710460","PAIRED","Oligo-dT"
"653","SRR23370291","GJ_a_1","PRJNA932246","Capsicum annuum",270,"RNA-Seq","ILLUMINA","SRS16710461","PAIRED","Oligo-dT"
"654","SRR23370290","GJ_a_2","PRJNA932246","Capsicum annuum",272,"RNA-Seq","ILLUMINA","SRS16710462","PAIRED","Oligo-dT"
"655","SRR23370289","HDL1_a_3","PRJNA932246","Capsicum annuum",272,"RNA-Seq","ILLUMINA","SRS16710463","PAIRED","Oligo-dT"
"656","SRR23370288","GJ_a_3","PRJNA932246","Capsicum annuum",271,"RNA-Seq","ILLUMINA","SRS16710464","PAIRED","Oligo-dT"
"657","SRR23370287","GJ_b_1","PRJNA932246","Capsicum annuum",272,"RNA-Seq","ILLUMINA","SRS16710465","PAIRED","Oligo-dT"
"658","SRR23370286","GJ_b_2","PRJNA932246","Capsicum annuum",273,"RNA-Seq","ILLUMINA","SRS16710466","PAIRED","Oligo-dT"
"659","SRR23370285","GJ_b_3","PRJNA932246","Capsicum annuum",274,"RNA-Seq","ILLUMINA","SRS16710467","PAIRED","Oligo-dT"
"660","SRR23370284","GJ_c_1","PRJNA932246","Capsicum annuum",268,"RNA-Seq","ILLUMINA","SRS16710468","PAIRED","Oligo-dT"
"661","SRR23370283","GJ_c_2","PRJNA932246","Capsicum annuum",269,"RNA-Seq","ILLUMINA","SRS16710469","PAIRED","Oligo-dT"
"662","SRR23370282","GJ_c_3","PRJNA932246","Capsicum annuum",268,"RNA-Seq","ILLUMINA","SRS16710470","PAIRED","Oligo-dT"
"663","SRR23370281","CTJ_a_1","PRJNA932246","Capsicum annuum",275,"RNA-Seq","ILLUMINA","SRS16710471","PAIRED","Oligo-dT"
"664","SRR23370280","CTJ_a_2","PRJNA932246","Capsicum annuum",273,"RNA-Seq","ILLUMINA","SRS16710472","PAIRED","Oligo-dT"
"665","SRR23370279","CTJ_a_3","PRJNA932246","Capsicum annuum",272,"RNA-Seq","ILLUMINA","SRS16710473","PAIRED","Oligo-dT"
"666","SRR23370278","HDL1_b_1","PRJNA932246","Capsicum annuum",272,"RNA-Seq","ILLUMINA","SRS16710474","PAIRED","Oligo-dT"
"667","SRR23370277","CTJ_b_1","PRJNA932246","Capsicum annuum",271,"RNA-Seq","ILLUMINA","SRS16710475","PAIRED","Oligo-dT"
"668","SRR23370276","CTJ_b_2","PRJNA932246","Capsicum annuum",271,"RNA-Seq","ILLUMINA","SRS16710476","PAIRED","Oligo-dT"
"669","SRR23370275","CTJ_b_3","PRJNA932246","Capsicum annuum",275,"RNA-Seq","ILLUMINA","SRS16710477","PAIRED","Oligo-dT"
"670","SRR23370274","CTJ_c_1","PRJNA932246","Capsicum annuum",274,"RNA-Seq","ILLUMINA","SRS16710478","PAIRED","Oligo-dT"
"671","SRR23370273","CTJ_c_2","PRJNA932246","Capsicum annuum",273,"RNA-Seq","ILLUMINA","SRS16710479","PAIRED","Oligo-dT"
"672","SRR23370272","CTJ_c_3","PRJNA932246","Capsicum annuum",273,"RNA-Seq","ILLUMINA","SRS16710480","PAIRED","Oligo-dT"
"673","SRR23370270","HDL1_b_3","PRJNA932246","Capsicum annuum",272,"RNA-Seq","ILLUMINA","SRS16710481","PAIRED","Oligo-dT"
"674","SRR23370271","HDL1_b_2","PRJNA932246","Capsicum annuum",268,"RNA-Seq","ILLUMINA","SRS16710482","PAIRED","Oligo-dT"
"675","SRR23370269","HDL1_c_1","PRJNA932246","Capsicum annuum",272,"RNA-Seq","ILLUMINA","SRS16710483","PAIRED","Oligo-dT"
"676","SRR23370268","HDL1_c_2","PRJNA932246","Capsicum annuum",268,"RNA-Seq","ILLUMINA","SRS16710484","PAIRED","Oligo-dT"
"677","SRR23370266","HDL2_a_1","PRJNA932246","Capsicum annuum",275,"RNA-Seq","ILLUMINA","SRS16710485","PAIRED","Oligo-dT"
"678","SRR23370267","HDL1_c_3","PRJNA932246","Capsicum annuum",269,"RNA-Seq","ILLUMINA","SRS16710486","PAIRED","Oligo-dT"
"679","SRR23555158","ML16b","PRJNA935813","Capsicum annuum",280,"RNA-Seq","ILLUMINA","SRS16835572","PAIRED","cDNA"
"680","SRR23555159","ML16a","PRJNA935813","Capsicum annuum",280,"RNA-Seq","ILLUMINA","SRS16835573","PAIRED","cDNA"
"681","SRR23555157","MZ9b","PRJNA935813","Capsicum annuum",280,"RNA-Seq","ILLUMINA","SRS16835574","PAIRED","cDNA"
"682","SRR23555155","PL16a","PRJNA935813","Capsicum annuum",280,"RNA-Seq","ILLUMINA","SRS16835575","PAIRED","cDNA"
"683","SRR23555154","PL16b","PRJNA935813","Capsicum annuum",280,"RNA-Seq","ILLUMINA","SRS16835576","PAIRED","cDNA"
"684","SRR23555156","MZ9c","PRJNA935813","Capsicum annuum",280,"RNA-Seq","ILLUMINA","SRS16835577","PAIRED","cDNA"
"685","SRR23555153","PL16c","PRJNA935813","Capsicum annuum",280,"RNA-Seq","ILLUMINA","SRS16835578","PAIRED","cDNA"
"686","SRR23555152","PL9a","PRJNA935813","Capsicum annuum",280,"RNA-Seq","ILLUMINA","SRS16835579","PAIRED","cDNA"
"687","SRR23555151","PL9b","PRJNA935813","Capsicum annuum",280,"RNA-Seq","ILLUMINA","SRS16835580","PAIRED","cDNA"
"688","SRR23555149","PZ16a","PRJNA935813","Capsicum annuum",280,"RNA-Seq","ILLUMINA","SRS16835581","PAIRED","cDNA"
"689","SRR23555150","PL9c","PRJNA935813","Capsicum annuum",280,"RNA-Seq","ILLUMINA","SRS16835582","PAIRED","cDNA"
"690","SRR23555148","PZ16b","PRJNA935813","Capsicum annuum",280,"RNA-Seq","ILLUMINA","SRS16835583","PAIRED","cDNA"
"691","SRR23555147","ML16c","PRJNA935813","Capsicum annuum",280,"RNA-Seq","ILLUMINA","SRS16835584","PAIRED","cDNA"
"692","SRR23555145","PZ9a","PRJNA935813","Capsicum annuum",280,"RNA-Seq","ILLUMINA","SRS16835585","PAIRED","cDNA"
"693","SRR23555146","PZ16c","PRJNA935813","Capsicum annuum",280,"RNA-Seq","ILLUMINA","SRS16835586","PAIRED","cDNA"
"694","SRR23555144","PZ9b","PRJNA935813","Capsicum annuum",280,"RNA-Seq","ILLUMINA","SRS16835587","PAIRED","cDNA"
"695","SRR23555143","PZ9c","PRJNA935813","Capsicum annuum",280,"RNA-Seq","ILLUMINA","SRS16835588","PAIRED","cDNA"
"696","SRR23555141","ML9b","PRJNA935813","Capsicum annuum",280,"RNA-Seq","ILLUMINA","SRS16835589","PAIRED","cDNA"
"697","SRR23555142","ML9a","PRJNA935813","Capsicum annuum",280,"RNA-Seq","ILLUMINA","SRS16835590","PAIRED","cDNA"
"698","SRR23555140","ML9c","PRJNA935813","Capsicum annuum",280,"RNA-Seq","ILLUMINA","SRS16835591","PAIRED","cDNA"
"699","SRR23555138","MZ16b","PRJNA935813","Capsicum annuum",280,"RNA-Seq","ILLUMINA","SRS16835592","PAIRED","cDNA"
"700","SRR23555139","MZ16a","PRJNA935813","Capsicum annuum",280,"RNA-Seq","ILLUMINA","SRS16835593","PAIRED","cDNA"
"701","SRR23555137","MZ16c","PRJNA935813","Capsicum annuum",280,"RNA-Seq","ILLUMINA","SRS16835594","PAIRED","cDNA"
"702","SRR23555136","MZ9a","PRJNA935813","Capsicum annuum",280,"RNA-Seq","ILLUMINA","SRS16835595","PAIRED","cDNA"
"703","SRR24267995","S0-1","PRJNA960669","Capsicum annuum",298,"RNA-Seq","ILLUMINA","SRS17401662","PAIRED","RANDOM"
"704","SRR24267994","S0-2","PRJNA960669","Capsicum annuum",298,"RNA-Seq","ILLUMINA","SRS17401663","PAIRED","RANDOM"
"705","SRR24267985","S0-3","PRJNA960669","Capsicum annuum",298,"RNA-Seq","ILLUMINA","SRS17401671","PAIRED","RANDOM"
"706","SRR24267984","S1-1","PRJNA960669","Capsicum annuum",297,"RNA-Seq","ILLUMINA","SRS17401673","PAIRED","RANDOM"
"707","SRR24267983","S1-2","PRJNA960669","Capsicum annuum",298,"RNA-Seq","ILLUMINA","SRS17401674","PAIRED","RANDOM"
"708","SRR24267982","S1-3","PRJNA960669","Capsicum annuum",298,"RNA-Seq","ILLUMINA","SRS17401675","PAIRED","RANDOM"
"709","SRR24267981","S2-1","PRJNA960669","Capsicum annuum",298,"RNA-Seq","ILLUMINA","SRS17401676","PAIRED","RANDOM"
"710","SRR24267980","S2-2","PRJNA960669","Capsicum annuum",298,"RNA-Seq","ILLUMINA","SRS17401677","PAIRED","RANDOM"
"711","SRR24267979","S2-3","PRJNA960669","Capsicum annuum",298,"RNA-Seq","ILLUMINA","SRS17401679","PAIRED","RANDOM"
"712","SRR24267978","T0-1","PRJNA960669","Capsicum annuum",297,"RNA-Seq","ILLUMINA","SRS17401678","PAIRED","RANDOM"
"713","SRR24267993","T0-2","PRJNA960669","Capsicum annuum",298,"RNA-Seq","ILLUMINA","SRS17401664","PAIRED","RANDOM"
"714","SRR24267992","T0-3","PRJNA960669","Capsicum annuum",298,"RNA-Seq","ILLUMINA","SRS17401665","PAIRED","RANDOM"
"715","SRR24267991","T1-1","PRJNA960669","Capsicum annuum",298,"RNA-Seq","ILLUMINA","SRS17401666","PAIRED","RANDOM"
"716","SRR24267990","T1-2","PRJNA960669","Capsicum annuum",298,"RNA-Seq","ILLUMINA","SRS17401667","PAIRED","RANDOM"
"717","SRR24267989","T1-3","PRJNA960669","Capsicum annuum",298,"RNA-Seq","ILLUMINA","SRS17401668","PAIRED","RANDOM"
"718","SRR24267988","T2-1","PRJNA960669","Capsicum annuum",298,"RNA-Seq","ILLUMINA","SRS17401669","PAIRED","RANDOM"
"719","SRR24267987","T2-2","PRJNA960669","Capsicum annuum",298,"RNA-Seq","ILLUMINA","SRS17401670","PAIRED","RANDOM"
"720","SRR24267986","T2-3","PRJNA960669","Capsicum annuum",298,"RNA-Seq","ILLUMINA","SRS17401672","PAIRED","RANDOM"
"721","SRR24630917","CM-PC-1h-1","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724292","PAIRED","size fractionation"
"722","SRR24630928","CM-PC-12h-3","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724284","PAIRED","size fractionation"
"723","SRR24630906","CM-PC-1h-2","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724308","PAIRED","size fractionation"
"724","SRR24630895","CM-PC-1h-3","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724317","PAIRED","size fractionation"
"725","SRR24630884","CM-PC-2h-1","PRJNA973829","Capsicum annuum",302,"RNA-Seq","ILLUMINA","SRS17724330","PAIRED","size fractionation"
"726","SRR24630920","Xag1h-1","PRJNA973829","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17724293","PAIRED","size fractionation"
"727","SRR24630923","Xag12h-1","PRJNA973829","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17724286","PAIRED","size fractionation"
"728","SRR24630922","Xag12h-2","PRJNA973829","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17724290","PAIRED","size fractionation"
"729","SRR24630921","Xag12h-3","PRJNA973829","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17724291","PAIRED","size fractionation"
"730","SRR24630916","Xag24h-1","PRJNA973829","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17724295","PAIRED","size fractionation"
"731","SRR24630915","Xag24h-2","PRJNA973829","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17724297","PAIRED","size fractionation"
"732","SRR24630919","Xag1h-2","PRJNA973829","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17724296","PAIRED","size fractionation"
"733","SRR24630918","Xag1h-3","PRJNA973829","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17724294","PAIRED","size fractionation"
"734","SRR24630914","Xag3h-1","PRJNA973829","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17724298","PAIRED","size fractionation"
"735","SRR24630913","Xag3h-2","PRJNA973829","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17724300","PAIRED","size fractionation"
"736","SRR24630912","Xag3h-3","PRJNA973829","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17724301","PAIRED","size fractionation"
"737","SRR24630911","Xag6h-1","PRJNA973829","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17724299","PAIRED","size fractionation"
"738","SRR24630910","Xag6h-2","PRJNA973829","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17724303","PAIRED","size fractionation"
"739","SRR24630909","Xag6h-3","PRJNA973829","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17724302","PAIRED","size fractionation"
"740","SRR24630908","Xag8ra_Mock_0h-1","PRJNA973829","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17724304","PAIRED","size fractionation"
"741","SRR24630891","Xag8ra_Mock_6h-2","PRJNA973829","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17724321","PAIRED","size fractionation"
"742","SRR24630905","Xag8ra_Mock_12h-1","PRJNA973829","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17724309","PAIRED","size fractionation"
"743","SRR24630904","Xag8ra_Mock_12h-2","PRJNA973829","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17724306","PAIRED","size fractionation"
"744","SRR24630903","Xag8ra_Mock_12h-3","PRJNA973829","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17724307","PAIRED","size fractionation"
"745","SRR24630899","Xag8ra_Mock_24h-1","PRJNA973829","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17724314","PAIRED","size fractionation"
"746","SRR24630898","Xag8ra_Mock_24h-2","PRJNA973829","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17724313","PAIRED","size fractionation"
"747","SRR24630897","Xag8ra_Mock_24h-3","PRJNA973829","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17724316","PAIRED","size fractionation"
"748","SRR24630907","Xag8ra_Mock_0h-3","PRJNA973829","Capsicum annuum",202,"RNA-Seq","ILLUMINA","SRS17724305","PAIRED","size fractionation"
